PLATE_ID,ZONE_mm,NOTES,DATE PLATED,DATE RECORDED,Column,Antibiotic
C03_D6_R3_IS1_2A,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS1_2B,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS3_1A,0,,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS3_1B,0,,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS3_2A,0,,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS3_2B,0,,[05.23.23],[05.24.23],C03,Erythromycin
C09_D3_R1_IS1_1A,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS1_1B,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS1_2A,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS1_2B,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS2_1A,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS2_1B,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS2_2A,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS2_2B,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS3_1A,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS3_1B,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS3_2A,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS3_2B,0,,[05.23.23],[05.24.23],C09,Erythromycin
C03_D6_R3_IS1_1A,0,slight phenotypic change at 36mm but lawn throughout,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS1_1B,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS1_2A,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS1_2B,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS3_1A,0,,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS3_1B,0,,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS3_2A,0,,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS3_2B,0,,[05.23.23],[05.24.23],C03,Erythromycin
C09_D3_R1_IS1_1A,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS1_1B,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS1_2A,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS1_2B,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS2_1A,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS2_1B,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS2_2A,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS2_2B,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS3_1A,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS3_1B,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS3_2A,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS3_2B,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS2_1A,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS2_1B,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS2_2A,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS2_2B,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS3_1A,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS3_1B,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS3_2A,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS3_2B,0,,[05.23.23],[05.24.23],C09,Erythromycin
C03_D6_R3_IS1_1A,0,slight phenotypic change at 36mm but lawn throughout,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS1_1B,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS1_2A,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS1_2B,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS3_1A,0,,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS3_1B,0,,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS3_2A,0,,[05.23.23],[05.24.23],C03,Erythromycin
C03_D6_R3_IS3_2B,0,,[05.23.23],[05.24.23],C03,Erythromycin
C09_D3_R1_IS1_1A,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS1_1B,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS1_2A,0,,[05.23.23],[05.24.23],C09,Erythromycin
C09_D3_R1_IS1_2B,0,,[05.23.23],[05.24.23],C09,Erythromycin
C01_D6_R1_IS1_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS1_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS1_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS1_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS2_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS2_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS2_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS2_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS3_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS3_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS3_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS3_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS1_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS1_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS1_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS1_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS2_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS2_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS2_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS2_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS3_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS3_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS3_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS3_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS1_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS1_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS1_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS1_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS2_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS2_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS2_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS2_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS3_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS3_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS3_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS3_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS1_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS1_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS1_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS1_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS2_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS2_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS2_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS2_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS3_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS3_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS3_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS3_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS1_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS1_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS1_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS1_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS2_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS2_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS2_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS2_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS3_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS3_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS3_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS3_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS1_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS1_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS1_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS1_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS2_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS2_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS2_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS2_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS3_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS3_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS3_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS3_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS1_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS1_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS1_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS1_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS2_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS2_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS2_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS2_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS3_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS3_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS3_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS3_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS1_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS1_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS1_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS1_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS2_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS2_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS2_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS2_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS3_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS3_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS3_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS3_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS1_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS1_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS1_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS1_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS2_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS2_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS2_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS2_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS3_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS3_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS3_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS3_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS3_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS3_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS3_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS3_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS2_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS2_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS2_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS2_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS3_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS3_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS3_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS3_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS2_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS2_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS2_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS2_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS3_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS3_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS3_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS3_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS2_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS2_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS2_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS2_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS1_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS1_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS1_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R1_IS1_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS1_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS1_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS1_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R2_IS1_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS1_1A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS1_1B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS1_2A,0,,[05.24.23],[05.25.23],C01,Erythromycin
C01_D6_R3_IS1_2B,0,,[05.24.23],[05.25.23],C01,Erythromycin
C06_D3_R2_IS2_1A,0,,[05.25.23],[05.26.23],C06,Erythromycin
C06_D3_R2_IS2_1B,0,,[05.25.23],[05.26.23],C06,Erythromycin
C06_D3_R2_IS2_2A ,0,,[05.25.23],[05.26.23],C06,Erythromycin
C06_D3_R2_IS2_2B,0,,[05.25.23],[05.26.23],C06,Erythromycin
C12_D1_R1_IS1_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS1_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS1_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS1_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS2_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS2_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS2_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS2_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS3_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS3_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS3_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS3_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C30_D1_R2_IS2_1A,0,,[05.25.23],[05.26.23],C30,Erythromycin
C30_D1_R2_IS2_1B,0,,[05.25.23],[05.26.23],C30,Erythromycin
C30_D1_R2_IS2_2A ,0,,[05.25.23],[05.26.23],C30,Erythromycin
C30_D1_R2_IS2_2B,0,,[05.25.23],[05.26.23],C30,Erythromycin
C06_D3_R2_IS2_1A,0,,[05.25.23],[05.26.23],C06,Erythromycin
C06_D3_R2_IS2_1B,0,,[05.25.23],[05.26.23],C06,Erythromycin
C06_D3_R2_IS2_2A ,0,,[05.25.23],[05.26.23],C06,Erythromycin
C06_D3_R2_IS2_2B,0,,[05.25.23],[05.26.23],C06,Erythromycin
C12_D1_R1_IS1_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS1_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS1_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS1_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS2_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS2_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS2_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS2_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS3_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS3_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS3_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS3_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C30_D1_R2_IS2_1A,0,,[05.25.23],[05.26.23],C30,Erythromycin
C30_D1_R2_IS2_1B,0,,[05.25.23],[05.26.23],C30,Erythromycin
C30_D1_R2_IS2_2A ,0,,[05.25.23],[05.26.23],C30,Erythromycin
C30_D1_R2_IS2_2B,0,,[05.25.23],[05.26.23],C30,Erythromycin
C06_D3_R2_IS2_1A,0,,[05.25.23],[05.26.23],C06,Erythromycin
C06_D3_R2_IS2_1B,0,,[05.25.23],[05.26.23],C06,Erythromycin
C06_D3_R2_IS2_2A ,0,,[05.25.23],[05.26.23],C06,Erythromycin
C06_D3_R2_IS2_2B,0,,[05.25.23],[05.26.23],C06,Erythromycin
C12_D1_R1_IS1_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS1_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS1_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS1_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS2_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS2_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS2_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS2_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS3_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS3_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS3_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS3_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C30_D1_R2_IS2_1A,0,,[05.25.23],[05.26.23],C30,Erythromycin
C30_D1_R2_IS2_1B,0,,[05.25.23],[05.26.23],C30,Erythromycin
C30_D1_R2_IS2_2A ,0,,[05.25.23],[05.26.23],C30,Erythromycin
C30_D1_R2_IS2_2B,0,,[05.25.23],[05.26.23],C30,Erythromycin
C12_D1_R1_IS1_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS1_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS1_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS1_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS2_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS2_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS2_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS2_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS3_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS3_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS3_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R1_IS3_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C30_D1_R2_IS2_1A,0,,[05.25.23],[05.26.23],C30,Erythromycin
C30_D1_R2_IS2_1B,0,,[05.25.23],[05.26.23],C30,Erythromycin
C30_D1_R2_IS2_2A ,0,,[05.25.23],[05.26.23],C30,Erythromycin
C30_D1_R2_IS2_2B,0,,[05.25.23],[05.26.23],C30,Erythromycin
C12_D1_R3_IS1_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C06_D3_R2_IS2_1A,0,,[05.25.23],[05.26.23],C06,Erythromycin
C06_D3_R2_IS2_1B,0,,[05.25.23],[05.26.23],C06,Erythromycin
C06_D3_R2_IS2_2A ,0,,[05.25.23],[05.26.23],C06,Erythromycin
C06_D3_R2_IS2_2B,0,,[05.25.23],[05.26.23],C06,Erythromycin
C12_D1_R3_IS1_1A,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_1B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_2A ,0,,[05.25.23],[05.26.23],C12,Erythromycin
C12_D1_R3_IS1_2B,0,,[05.25.23],[05.26.23],C12,Erythromycin
C05_D3_R2_IS2_1A,0,,[06.01.23],[06.02.23],C05,Erythromycin
C05_D3_R2_IS2_1B,0,,[06.01.23],[06.02.23],C05,Erythromycin
C05_D3_R2_IS2_2A,0,,[06.01.23],[06.02.23],C05,Erythromycin
