PLATE_ID,ZONE_mm,NOTES,DATE PLATED,DATE RECORDED,Column,Antibiotic
C46_D1_R3_IS1_1A,27,,,3/29/23,C46,erythromycin
C46_D1_R3_IS1_1B,27,,,3/29/23,C46,erythromycin
C02_D3_R1_IS1_1B,28,Full Zone,4/4/23,4/5/23,C02,erythromycin
C02_D3_R2_IS1_2A,28,Full Zone,4/25/23,4/26/23,C02,erythromycin
C02_D3_R2_IS2_1A,28,Full Zone,4/4/23,4/5/23,C02,erythromycin
C02_D3_R2_IS2_1B,28,Full Zone,4/4/23,4/5/23,C02,erythromycin
C02_D3_R2_IS2_1B,28,Full Zone,4/25/23,4/26/23,C02,erythromycin
C02_D3_R2_IS2_2A,28,Full Zone,4/25/23,4/26/23,C02,erythromycin
C02_D3_R2_IS3_2B,28,,4/4/23,4/5/23,C02,erythromycin
C21_D1_R3_IS1_2B,28,,4/18/23,4/23/23,C21,erythromycin
C26_D1_R1_IS1_1A,28,,4/4/23,4/5/23,C26,erythromycin
C26_D1_R2_IS2_1B,28,,4/4/23,4/5/23,C26,erythromycin
C26_D1_R2_IS2_2A,28,,4/4/23,4/5/23,C26,erythromycin
C26_D1_R2_IS2_2B,28,,4/4/23,4/5/23,C26,erythromycin
C26_D1_R3_IS3_2A,28,Full Zone,4/25/23,4/26/23,C26,erythromycin
C27_D1_R1_IS1_1A,28,,2/20/23,4/3/23,C27,erythromycin
C27_D1_R1_IS1_1B,28,,2/20/23,4/3/23,C27,erythromycin
C28_D1_R1_IS3_2A,28,Full Zone,4/4/23,4/5/23,C28,erythromycin
C28_D1_R1_IS3_2B,28,Full Zone,4/4/23,4/5/23,C28,erythromycin
C28_D1_R2_IS3_2B,28,Full zone,,3/29/23,C28,erythromycin
C30_D1_R1_IS2_1A,28,,[02.01.2023],[02.03.2023],C30,erythromycin
C30_D1_R1_IS2_2B,28,,[02.01.2023],[02.03.2023],C30,erythromycin
C30_D1_R2_IS2_1B,28,,[02.01.2023],[02.03.2023],C30,erythromycin
C35_D1_R2_IS1_2A,28,Full zone,,3/29/23,C35,erythromycin
C35_D1_R3_IS1_2A,28,Full Zone,4/25/23,4/26/23,C35,erythromycin
C35_D1_R3_IS1_2B,28,Full Zone,4/25/23,4/26/23,C35,erythromycin
C35_D1_R3_IS2_1A,28,Full Zone,4/25/23,4/26/23,C35,erythromycin
C35_D1_R3_IS2_1B,28,Full Zone,4/25/23,4/26/23,C35,erythromycin
C41_D1_R1_IS3_1B,28,Full zone,,3/29/23,C41,erythromycin
C41_D1_R3_IS2_2B,28,Full Zone,4/18/23,4/23/23,C41,erythromycin
C02_D3_R1_IS1_1A,29,Full Zone,4/4/23,4/5/23,C02,erythromycin
C02_D3_R1_IS1_2A,29,Full Zone,4/4/23,4/5/23,C02,erythromycin
C02_D3_R2_IS1_2B,29,Full Zone,4/25/23,4/26/23,C02,erythromycin
C02_D3_R2_IS2_2A,29,Full Zone,4/4/23,4/5/23,C02,erythromycin
C18_D3_R1_IS1_2B,29,,,3/21/23,C18,erythromycin
C23_D1_R1_IS2_1A,29,,4/25/23,4/26/23,C23,erythromycin
C23_D1_R1_IS2_1B,29,,4/25/23,4/26/23,C23,erythromycin
C26_D1_R1_IS1_1A,29,Full Zone,4/25/23,4/26/23,C26,erythromycin
C26_D1_R1_IS1_1B,29,,4/4/23,4/5/23,C26,erythromycin
C26_D1_R1_IS1_2A,29,,4/4/23,4/5/23,C26,erythromycin
C26_D1_R1_IS1_2A,29,Full Zone,4/25/23,4/26/23,C26,erythromycin
C26_D1_R1_IS1_2B,29,,4/4/23,4/5/23,C26,erythromycin
C26_D1_R3_IS3_1B,29,Full Zone,4/25/23,4/26/23,C26,erythromycin
C26_D1_R3_IS3_2B,29,Full Zone,4/25/23,4/26/23,C26,erythromycin
C27_D1_R1_IS1_2A,29,,2/20/23,4/3/23,C27,erythromycin
C27_D1_R1_IS1_2A,29,,2/20/23,4/3/23,C27,erythromycin
C35_D1_R3_IS2_2B,29,Full Zone,4/25/23,4/26/23,C35,erythromycin
C36_D1_R2_IS2_2A,29,,[02.01.2023],[02.03.2023],C36,erythromycin
C41_D1_R1_IS3_2A,29,Full zone,,3/29/23,C41,erythromycin
C41_D1_R2_IS3_1A,29,Full zone,,3/29/23,C41,erythromycin
C41_D1_R2_IS3_1B,29,Full zone,,3/29/23,C41,erythromycin
C41_D1_R3_IS2_2A,29,Full Zone,4/18/23,4/23/23,C41,erythromycin
C46_D1_R1_IS1_2A,29,,,3/21/23,C46,erythromycin
C02_D3_R2_IS1_1A,30,Full Zone,4/25/23,4/26/23,C02,erythromycin
C02_D3_R2_IS1_1B,30,Full Zone,4/25/23,4/26/23,C02,erythromycin
C02_D3_R2_IS2_2B,30,Full Zone,4/4/23,4/5/23,C02,erythromycin
C18_D3_R1_IS1_1A,30,,,3/21/23,C18,erythromycin
C18_D3_R1_IS1_1B,30,,,3/21/23,C18,erythromycin
C18_D3_R1_IS1_2A,30,,,3/21/23,C18,erythromycin
C21_D3_R2_IS3_1A,30,,4/25/23,4/26/23,C21,erythromycin
C21_D3_R2_IS3_1B,30,,4/25/23,4/26/23,C21,erythromycin
C21_D3_R2_IS3_2A,30,,4/25/23,4/26/23,C21,erythromycin
C21_D3_R2_IS3_2B,30,,4/25/23,4/26/23,C21,erythromycin
C25_D1_R2_IS3_1A,30,,2/20/23,4/3/23,C25,erythromycin
C25_D1_R2_IS3_1B,30,,2/20/23,4/3/23,C25,erythromycin
C25_D1_R2_IS3_2A,30,,2/20/23,4/3/23,C25,erythromycin
C25_D1_R2_IS3_2B,30,,2/20/23,4/3/23,C25,erythromycin
C30_D1_R3_IS1_1A,30,,[02.01.2023],[02.03.2023],C30,erythromycin
C30_D1_R3_IS1_1B,30,,[02.01.2023],[02.03.2023],C30,erythromycin
C30_D1_R3_IS1_2B,30,,[02.01.2023],[02.03.2023],C30,erythromycin
C33_D3_R2_IS1_1A,30,,2/20/23,4/3/23,C33,erythromycin
C33_D3_R2_IS1_1B,30,,2/20/23,4/3/23,C33,erythromycin
C35_D1_R1_IS3_1A,30,Full Zone,4/4/23,4/5/23,C35,erythromycin
C35_D1_R1_IS3_1B,30,Full Zone,4/4/23,4/5/23,C35,erythromycin
C35_D1_R1_IS3_2A,30,Full Zone,4/4/23,4/5/23,C35,erythromycin
C35_D1_R1_IS3_2B,30,Full Zone,4/4/23,4/5/23,C35,erythromycin
C35_D1_R2_IS2_1A,30,Full Zone,4/18/23,4/23/23,C35,erythromycin
C35_D1_R2_IS2_1B,30,Full Zone,4/18/23,4/23/23,C35,erythromycin
C35_D1_R2_IS2_2A,30,Full Zone,4/18/23,4/23/23,C35,erythromycin
C35_D1_R2_IS2_2B,30,Full Zone,4/18/23,4/23/23,C35,erythromycin
C35_D1_R3_IS2_2A,30,Full Zone,4/25/23,4/26/23,C35,erythromycin
C36_D1_R1_IS3_1A,30,,[02.01.2023],[02.03.2023],C36,erythromycin
C41_D1_R1_IS1_1A,30,Full zone,,3/29/23,C41,erythromycin
C41_D1_R1_IS1_1B,30,Full zone,,3/29/23,C41,erythromycin
C41_D1_R1_IS1_2A,30,Full zone,,3/29/23,C41,erythromycin
C41_D1_R1_IS1_2B,30,Full zone,,3/29/23,C41,erythromycin
C41_D1_R3_IS2_1A,30,Full Zone,4/18/23,4/23/23,C41,erythromycin
C41_D1_R3_IS2_1B,30,Full Zone,4/18/23,4/23/23,C41,erythromycin
C46_D1_R1_IS1_1A,30,,,3/21/23,C46,erythromycin
C30_D1_R1_IS2_1B,31,,[02.01.2023],[02.03.2023],C30,erythromycin
C36_D1_R1_IS3_1B,31,,[02.01.2023],[02.03.2023],C36,erythromycin
C36_D1_R1_IS3_2A,31,,[02.01.2023],[02.03.2023],C36,erythromycin
C36_D1_R2_IS1_2B,31,,[02.01.2023],[02.03.2023],C36,erythromycin
C46_D1_R1_IS1_1B,31,,,3/21/23,C46,erythromycin
C46_D1_R1_IS1_2B,31,,,3/21/23,C46,erythromycin
C25_D1_R1_IS3_1B,32,,,3/21/23,C25,erythromycin
C25_D1_R1_IS3_2B,32,,,3/21/23,C25,erythromycin
C30_D1_R3_IS1_2A,32,,[02.01.2023],[02.03.2023],C30,erythromycin
C36_D1_R1_IS1_2A,32,,[02.01.2023],[02.03.2023],C36,erythromycin
C36_D1_R1_IS3_2B,32,,[02.01.2023],[02.03.2023],C36,erythromycin
C36_D1_R2_IS1_1A,32,,[02.01.2023],[02.03.2023],C36,erythromycin
C36_D1_R2_IS1_2A,32,,[02.01.2023],[02.03.2023],C36,erythromycin
C36_D1_R2_IS2_1A,32,,[02.01.2023],[02.03.2023],C36,erythromycin
C36_D1_R2_IS2_1B,32,,[02.01.2023],[02.03.2023],C36,erythromycin
C46_D1_R1_IS2_2A,32,,,3/21/23,C46,erythromycin
C25_D1_R1_IS3_1A,33,,,3/21/23,C25,erythromycin
C25_D1_R3_IS2_1A,33,,2/20/23,4/3/23,C25,erythromycin
C25_D1_R3_IS2_1B,33,,2/20/23,4/3/23,C25,erythromycin
C25_D1_R3_IS2_2A,33,,2/20/23,4/3/23,C25,erythromycin
C25_D1_R3_IS2_2B,33,,2/20/23,4/3/23,C25,erythromycin
C36_D1_R2_IS2_2B,33,,[02.01.2023],[02.03.2023],C36,erythromycin
C27_D3_R1_IS1_2A,34,,2/20/23,4/3/23,C27,erythromycin
C27_D3_R1_IS1_2B,34,,2/20/23,4/3/23,C27,erythromycin
C27_D3_R1_IS2_1A,34,,2/20/23,4/3/23,C27,erythromycin
C27_D3_R1_IS2_1B,34,,2/20/23,4/3/23,C27,erythromycin
C27_D3_R1_IS2_2A,34,,2/20/23,4/3/23,C27,erythromycin
C27_D3_R1_IS2_2B,34,,2/20/23,4/3/23,C27,erythromycin
C27_D3_R2_IS2_1B,34,,2/20/23,4/3/23,C27,erythromycin
C28_D1_R2_IS1_2A,34,Full zone,,3/29/23,C28,erythromycin
C28_D1_R2_IS2_1B,34,Full zone,,3/29/23,C28,erythromycin
C28_D1_R2_IS2_2A,34,Full zone,,3/29/23,C28,erythromycin
C28_D1_R2_IS2_2B,34,Full zone,,3/29/23,C28,erythromycin
C36_D1_R2_IS1_1B,34,,[02.01.2023],[02.03.2023],C36,erythromycin
C39_D3_R2_IS3_1B,34,,2/20/23,4/3/23,C39,erythromycin
C41_D1_R1_IS2_2B,34,Full zone,,3/29/23,C41,erythromycin
C46_D1_R1_IS2_1A,34,,,3/21/23,C46,erythromycin
C25_D1_R1_IS3_2A,35,,,3/21/23,C25,erythromycin
C27_D3_R2_IS2_1A,35,,2/20/23,4/3/23,C27,erythromycin
C28_D1_R2_IS1_1A,35,Full zone,,3/29/23,C28,erythromycin
C28_D1_R2_IS2_1A,35,Full zone,,3/29/23,C28,erythromycin
C33_D3_R2_IS1_2B,35,,2/20/23,4/3/23,C33,erythromycin
C33_D3_R2_IS1_2B,35,,2/20/23,4/3/23,C33,erythromycin
C36_D1_R1_IS1_1B,35,,[02.01.2023],[02.03.2023],C36,erythromycin
C39_D3_R2_IS3_1A,35,,2/20/23,4/3/23,C39,erythromycin
C41_D1_R1_IS2_1A,35,Full zone,,3/29/23,C41,erythromycin
C41_D1_R1_IS2_1B,35,Full zone,,3/29/23,C41,erythromycin
C41_D1_R1_IS2_2A,35,Full zone,,3/29/23,C41,erythromycin
C41_D1_R2_IS1_1A,35,Full zone,,3/29/23,C41,erythromycin
C41_D1_R2_IS1_1B,35,Full zone,,3/29/23,C41,erythromycin
C41_D1_R2_IS1_2B,35,Full zone,,3/29/23,C41,erythromycin
C41_D1_R3_IS3_1A,35,Full zone,,3/29/23,C41,erythromycin
C41_D1_R3_IS3_1B,35,Full zone,,3/29/23,C41,erythromycin
C41_D1_R3_IS3_2A,35,Full zone,,3/29/23,C41,erythromycin
C41_D1_R3_IS3_2B,35,Full zone,,3/29/23,C41,erythromycin
C46_D1_R1_IS2_1B,35,,,3/21/23,C46,erythromycin
C27_D3_R1_IS1_1A,36,,2/20/23,4/3/23,C27,erythromycin
C27_D3_R1_IS1_1B,36,,2/20/23,4/3/23,C27,erythromycin
C27_D3_R2_IS2_2A,36,,2/20/23,4/3/23,C27,erythromycin
C27_D3_R2_IS2_2B,36,,2/20/23,4/3/23,C27,erythromycin
C28_D1_R2_IS1_1B,36,Full zone,,3/29/23,C28,erythromycin
C28_D1_R2_IS1_2B,36,Full zone,,3/29/23,C28,erythromycin
C36_D1_R1_IS1_1A,36,,[02.01.2023],[02.03.2023],C36,erythromycin
C36_D1_R1_IS1_2B,36,,[02.01.2023],[02.03.2023],C36,erythromycin
C39_D3_R2_IS3_2A,36,,2/20/23,4/3/23,C39,erythromycin
C41_D1_R2_IS1_2A,36,Full zone,,3/29/23,C41,erythromycin
C46_D1_R1_IS2_2B,36,,,3/21/23,C46,erythromycin
C39_D3_R2_IS3_2B,37,,2/20/23,4/3/23,C39,erythromycin
C41_D1_R1_IS1_2A,37,Full Zone,4/18/23,4/23/23,C41,erythromycin
C41_D1_R1_IS1_2B,37,Full Zone,4/18/23,4/23/23,C41,erythromycin
C41_D1_R1_IS1_1A,40,Full Zone,4/18/23,4/23/23,C41,erythromycin
C41_D1_R1_IS1_1B,40,Full Zone,4/18/23,4/23/23,C41,erythromycin
C19_D1_R2_IS2_1A,26,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R2_IS2_1A,26,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R2_IS2_2A,25,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R2_IS2_2B,26,,[05.23.23],[05.24.23],C19,erythromycin
C32_D3_R2_IS2_1A,25,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R2_IS2_1B,24,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R2_IS2_2A,27,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R2_IS2_2B,25,,[05.23.23],[05.24.23],C32,erythromycin
C03_D6_R3_IS2_1A,25,isolated colonies in zone,[05.23.23],[05.24.23],C03,erythromycin
C03_D6_R3_IS2_1B,25,isolated colonies in zone,[05.23.23],[05.24.23],C03,erythromycin
C03_D6_R3_IS2_2A,25,isolated colonies in zone,[05.23.23],[05.24.23],C03,erythromycin
C03_D6_R3_IS2_2B,25,isolated colonies in zone,[05.23.23],[05.24.23],C03,erythromycin
C32_D3_R2_IS1_2A,24,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R2_IS1_2B,25,,[05.23.23],[05.24.23],C32,erythromycin
C09_D3_R1_IS2_1A,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C09,erythromycin
C09_D3_R1_IS2_1B,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C09,erythromycin
C09_D3_R1_IS2_2A,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C09,erythromycin
C09_D3_R1_IS2_2B,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C09,erythromycin
C19_D1_R2_IS1_1A,24,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R2_IS1_1B,23,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R2_IS1_2A,24,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R2_IS1_2B,25,,[05.23.23],[05.24.23],C19,erythromycin
C32_D3_R2_IS3_1A,24,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R2_IS3_1B,24,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R2_IS3_2A,23,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R2_IS3_2B,24,,[05.23.23],[05.24.23],C32,erythromycin
C09_D3_R1_IS3_1A,0,,[05.23.23],[05.24.23],C09,erythromycin
C09_D3_R1_IS3_1B,0,,[05.23.23],[05.24.23],C09,erythromycin
C09_D3_R1_IS3_2A,0,,[05.23.23],[05.24.23],C09,erythromycin
C09_D3_R1_IS3_2B,0,,[05.23.23],[05.24.23],C09,erythromycin
C32_D3_R1_IS3_1A,25,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R1_IS3_1B,24,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R1_IS3_2A,25,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R1_IS3_2B,25,,[05.23.23],[05.24.23],C32,erythromycin
C03_D6_R3_IS1_1A,0,slight phenotypic change at 36mm but lawn throughout,[05.23.23],[05.24.23],C03,erythromycin
C03_D6_R3_IS1_1B,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C03,erythromycin
C03_D6_R3_IS1_2A,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C03,erythromycin
C03_D6_R3_IS1_2B,0,slight phenotypic change at 35mm but lawn throughout,[05.23.23],[05.24.23],C03,erythromycin
C03_D6_R3_IS3_1A,0,,[05.23.23],[05.24.23],C03,erythromycin
C03_D6_R3_IS3_1B,0,,[05.23.23],[05.24.23],C03,erythromycin
C03_D6_R3_IS3_2A,0,,[05.23.23],[05.24.23],C03,erythromycin
C03_D6_R3_IS3_2B,0,,[05.23.23],[05.24.23],C03,erythromycin
C32_D3_R1_IS2_1A,24,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R1_IS2_1B,24,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R1_IS2_2A,25,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R1_IS2_2B,24,,[05.23.23],[05.24.23],C32,erythromycin
C19_D1_R3_IS3_1A,30,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R3_IS3_1B,30,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R3_IS3_2A,28,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R3_IS3_2B,27,,[05.23.23],[05.24.23],C19,erythromycin
C32_D3_R1_IS1_1A,27,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R1_IS1_1B,26,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R1_IS1_2A,27,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R1_IS1_3B,27,,[05.23.23],[05.24.23],C32,erythromycin
C19_D1_R3_IS2_1A,24,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R3_IS2_1B,24,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R3_IS2_2A,25,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R3_IS2_2B,24,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R2_IS3_1A,23,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R2_IS3_1B,23,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R2_IS3_2A,24,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R2_IS3_2B,23,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R3_IS1_1A,26,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R3_IS1_1B,26,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R3_IS1_2A,26,,[05.23.23],[05.24.23],C19,erythromycin
C19_D1_R3_IS1_2B,27,,[05.23.23],[05.24.23],C19,erythromycin
C09_D3_R1_IS1_1A,0,,[05.23.23],[05.24.23],C09,erythromycin
C09_D3_R1_IS1_1B,0,,[05.23.23],[05.24.23],C09,erythromycin
C09_D3_R1_IS1_2A,0,,[05.23.23],[05.24.23],C09,erythromycin
C09_D3_R1_IS1_2B,0,,[05.23.23],[05.24.23],C09,erythromycin
C32_D3_R2_IS1_1A,25,,[05.23.23],[05.24.23],C32,erythromycin
C32_D3_R2_IS1_1B,25,,[05.23.23],[05.24.23],C32,erythromycin
C48_D1_R2_IS1_1A,26,,[05.24.23],[05.25.23],C48,erythromycin
C48_D1_R2_IS1_1B,26,,[05.24.23],[05.25.23],C48,erythromycin
C48_D1_R2_IS1_2A,27,,[05.24.23],[05.25.23],C48,erythromycin
C48_D1_R2_IS1_2B,27,,[05.24.23],[05.25.23],C48,erythromycin
C04_D1_R3_IS2_1A,27,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R3_IS2_1B,26,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R3_IS2_2A,27,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R3_IS2_2B,27,,[05.24.23],[05.25.23],C04,erythromycin
C53_D1_R2_IS1_1A,25,,[05.24.23],[05.25.23],C53,erythromycin
C53_D1_R2_IS1_1B,26,,[05.24.23],[05.25.23],C53,erythromycin
C53_D1_R2_IS1_2A,25,,[05.24.23],[05.25.23],C53,erythromycin
C53_D1_R2_IS1_2B,25,,[05.24.23],[05.25.23],C53,erythromycin
C04_D1_R2_IS2_1A,30,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R2_IS2_1B,29,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R2_IS2_2A,30,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R2_IS2_2B,30,,[05.24.23],[05.25.23],C04,erythromycin
C48_D1_R1_IS2_1A,29,,[05.24.23],[05.25.23],C48,erythromycin
C48_D1_R1_IS2_1B,30,,[05.24.23],[05.25.23],C48,erythromycin
C48_D1_R1_IS2_2A,29,,[05.24.23],[05.25.23],C48,erythromycin
C48_D1_R1_IS2_2B,29,,[05.24.23],[05.25.23],C48,erythromycin
C53_D1_R2_IS3_1A,25,,[05.24.23],[05.25.23],C53,erythromycin
C53_D1_R2_IS3_1B,25,,[05.24.23],[05.25.23],C53,erythromycin
C53_D1_R2_IS3_2A,25,,[05.24.23],[05.25.23],C53,erythromycin
C53_D1_R2_IS3_2B,25,,[05.24.23],[05.25.23],C53,erythromycin
C04_D1_R1_IS2_1A,30,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R1_IS2_1B,32,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R1_IS2_2A,30,Possible contamination,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R1_IS2_2B,30,possible contamination,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R3_IS1_1A,25,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R3_IS1_1B,26,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R3_IS1_2A,27,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R3_IS1_2B,27,,[05.24.23],[05.25.23],C04,erythromycin
C01_D6_R2_IS3_1A,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R2_IS3_1B,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R2_IS3_2A,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R2_IS3_2B,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R3_IS2_1A,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R3_IS2_1B,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R3_IS2_2A,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R3_IS2_2B,0,,[05.24.23],[05.25.23],C01,erythromycin
C53_D1_R1_IS3_1A,25,,[05.24.23],[05.25.23],C53,erythromycin
C53_D1_R1_IS3_1B,25,,[05.24.23],[05.25.23],C53,erythromycin
C53_D1_R1_IS3_2A,25,,[05.24.23],[05.25.23],C53,erythromycin
C53_D1_R1_IS3_2B,25,,[05.24.23],[05.25.23],C53,erythromycin
C01_D6_R1_IS3_1A,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R1_IS3_1B,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R1_IS3_2A,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R1_IS3_2B,0,,[05.24.23],[05.25.23],C01,erythromycin
C43_D1_R1_IS3_1A,26,,[05.24.23],[05.25.23],C43,erythromycin
C43_D1_R1_IS3_1B,27,,[05.24.23],[05.25.23],C43,erythromycin
C43_D1_R1_IS3_2A,26,,[05.24.23],[05.25.23],C43,erythromycin
C43_D1_R1_IS3_2B,27,,[05.24.23],[05.25.23],C43,erythromycin
C01_D6_R1_IS2_1A,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R1_IS2_1B,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R1_IS2_2A,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R1_IS2_2B,0,,[05.24.23],[05.25.23],C01,erythromycin
C52_D1_R3_IS1_1A,26,,[05.24.23],[05.25.23],C52,erythromycin
C52_D1_R3_IS1_1B,25,,[05.24.23],[05.25.23],C52,erythromycin
C52_D1_R3_IS1_2A,26,,[05.24.23],[05.25.23],C52,erythromycin
C52_D1_R3_IS1_2B,25,,[05.24.23],[05.25.23],C52,erythromycin
C04_D1_R2_IS1_2A,27,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R2_IS1_2B,28,,[05.24.23],[05.25.23],C04,erythromycin
C53_D1_R1_IS2_1A,25,,[05.24.23],[05.25.23],C53,erythromycin
C53_D1_R1_IS2_1B,26,,[05.24.23],[05.25.23],C53,erythromycin
C53_D1_R1_IS2_2A,26,,[05.24.23],[05.25.23],C53,erythromycin
C53_D1_R1_IS2_2B,26,,[05.24.23],[05.25.23],C53,erythromycin
C01_D6_R3_IS3_1A,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R3_IS3_1B,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R3_IS3_2A,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R3_IS3_2B,0,,[05.24.23],[05.25.23],C01,erythromycin
C48_D1_R3_IS3_1A,25,,[05.24.23],[05.25.23],C48,erythromycin
C48_D1_R3_IS3_1B,25,,[05.24.23],[05.25.23],C48,erythromycin
C48_D1_R3_IS3_2A,26,,[05.24.23],[05.25.23],C48,erythromycin
C48_D1_R3_IS3_2B,26,,[05.24.23],[05.25.23],C48,erythromycin
C01_D6_R2_IS2_1A,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R2_IS2_1B,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R2_IS2_2A,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R2_IS2_2B,0,,[05.24.23],[05.25.23],C01,erythromycin
C53_D1_R1_IS1_1A,28,,[05.24.23],[05.25.23],C53,erythromycin
C53_D1_R1_IS1_1B,28,,[05.24.23],[05.25.23],C53,erythromycin
C53_D1_R1_IS1_2A,29,,[05.24.23],[05.25.23],C53,erythromycin
C53_D1_R1_IS1_2B,29,,[05.24.23],[05.25.23],C53,erythromycin
C04_D1_R1_IS1_1A,29,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R1_IS1_1B,30,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R1_IS1_2A,29,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R1_IS1_2B,29,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R1_IS3_1A,26,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R1_IS3_1B,26,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R1_IS3_2A,27,,[05.24.23],[05.25.23],C04,erythromycin
C04_D1_R1_IS3_2B,26,,[05.24.23],[05.25.23],C04,erythromycin
C48_D1_R2_IS2_1A,25,,[05.24.23],[05.25.23],C48,erythromycin
C48_D1_R2_IS2_1B,26,,[05.24.23],[05.25.23],C48,erythromycin
C48_D1_R2_IS2_2A,25,,[05.24.23],[05.25.23],C48,erythromycin
C48_D1_R2_IS2_2B,25,,[05.24.23],[05.25.23],C48,erythromycin
C01_D6_R1_IS1_1A,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R1_IS1_1B,0,,[05.24.23],[05.25.23],C01,erythromycin
C01_D6_R1_IS1_2A,0,,[05.24.23],[05.25.23],C01,erythromycin
